season,teams,rounds,scoring_type,slots_qb,slots_rb,slots_wr,slots_te,slots_flex,slots_k,slots_def,slots_bn,fold,train_drafts,test_drafts,known_pick_coverage,strategy,n,log_loss,multiclass_brier,top1_accuracy,top5_accuracy,ici,e50,e90,emax,calibration_intercept,calibration_slope
2020,12,15,ppr,1,2,2,1,2,1,1,5,50,50,2,0.9056047197640118,roster_plus_run,307.0,5.555046025945654,1.077142500963086,0.06514657980456026,0.20846905537459284,0.013392423376623738,0.006991492715819218,0.006991492715819218,0.758501545046057,-3.9512162381081977,-0.01003512205565578
2020,12,15,ppr,1,2,2,1,2,1,1,5,50,50,2,0.9056047197640118,roster_plus_next_turn,307.0,5.602025072783939,1.081767956310668,0.05863192182410423,0.20521172638436483,0.014233813327635415,0.007423698945393931,0.007423698945393931,0.7495842303001116,-3.9752585361340667,-0.01431081836207449
2020,12,15,ppr,1,2,2,1,2,1,1,5,50,50,2,0.9056047197640118,opponent_aware,307.0,5.592710786088579,1.080209800954937,0.06514657980456026,0.20846905537459284,0.01360006979427112,0.007099413296156024,0.007099413296156024,0.7486014452342696,-3.9499952132711695,-0.009747813112008197
2020,12,16,half_ppr,1,2,2,1,2,0,1,7,50,50,48,0.9979135272980179,adp_only,8609.0,3.012700498869298,0.9383809656247171,0.2169822279010338,0.6037867348124056,0.002454758845289237,0.0005950651582461181,0.0005950651582461181,0.862208937271705,-0.006123604205715797,0.9980084942652774
2020,12,16,half_ppr,1,2,2,1,2,0,1,7,50,50,48,0.9979135272980179,position_baseline,8609.0,3.0091147151937117,0.9375598596924674,0.21802764548728076,0.6042513648507376,0.0024403814033713417,0.0005112217929525795,0.0005112217929525795,0.854063491236086,-2.5357579129786996e-19,0.9999733913072221
2020,12,16,half_ppr,1,2,2,1,2,0,1,7,50,50,48,0.9979135272980179,roster_aware,8609.0,2.9646718105376313,0.9318734662179806,0.22813334882100128,0.6075037751190614,0.002392803325756383,0.00012574224011170122,0.00012574224011170122,0.8602272407148623,-0.004182354691816306,0.9986206284197802
2020,12,16,half_ppr,1,2,2,1,2,0,1,7,50,50,48,0.9979135272980179,run_aware,8609.0,3.0043568130389993,0.9368672496430743,0.2152398652572889,0.5927517714020212,0.002367421754880585,0.000293437452757549,0.000293437452757549,0.8633208661982439,-0.010356142945406557,0.9966209000274052
2020,12,16,half_ppr,1,2,2,1,2,0,1,7,50,50,48,0.9979135272980179,next_turn_aware,8609.0,3.006889749366828,0.9372672005698534,0.21977000813102568,0.6049483099082356,0.0024337079313254575,0.0005299589709299238,0.0005299589709299238,0.862077737889757,-0.0021158690696508192,0.9993104910441982
2020,12,16,half_ppr,1,2,2,1,2,0,1,7,50,50,48,0.9979135272980179,roster_plus_run,8609.0,2.9616666534177027,0.9312803612703826,0.22639098617725636,0.6022766871878267,0.0025003409647505804,7.611629302612354e-05,7.611629302612354e-05,0.8634038247136502,-0.010717727377765362,0.9964594832303065
2020,12,16,half_ppr,1,2,2,1,2,0,1,7,50,50,48,0.9979135272980179,roster_plus_next_turn,8609.0,2.9573266063190755,0.931461742763256,0.2279010338018353,0.6107561853873853,0.0024198201832928167,0.0001796486695673019,0.0001796486695673019,0.8627072573468713,-0.007651816071645334,0.9974709056290091
2020,12,16,half_ppr,1,2,2,1,2,0,1,7,50,50,48,0.9979135272980179,opponent_aware,8609.0,2.9543886979577874,0.9308922260959777,0.2272040887443373,0.6042513648507376,0.002354416463850967,4.41476798416357e-06,4.41476798416357e-06,0.8705102769857942,-0.014960907773090342,0.9950468700956284
2021,10,14,ppr,1,2,2,1,1,1,1,0,50,50,3,1.0,adp_only,390.0,4.448241123035311,1.3535107229759717,0.1,0.5717948717948718,0.01980486982854393,0.009769240954762075,0.009769240954762075,0.936462147327453,-2.354148964588845,0.2924675032394595
2021,10,14,ppr,1,2,2,1,1,1,1,0,50,50,3,1.0,position_baseline,390.0,4.443914001414486,1.3596375446148754,0.10512820512820513,0.5692307692307692,0.019931607276420526,0.009396589951591523,0.009396589951591523,0.9401591020004932,-2.341574735454046,0.29270094292928606
2021,10,14,ppr,1,2,2,1,1,1,1,0,50,50,3,1.0,roster_aware,390.0,4.325305789726335,1.353784720891988,0.10256410256410256,0.6128205128205129,0.01983005843719528,0.008946145323728281,0.008946145323728281,0.9406754335105437,-2.2349669599709316,0.3119432649103978
2021,10,14,ppr,1,2,2,1,1,1,1,0,50,50,3,1.0,run_aware,390.0,4.379508159582487,1.3510841505408215,0.12051282051282051,0.5769230769230769,0.019497852698566798,0.008747346019848322,0.008747346019848322,0.941825653473653,-2.2896342569220094,0.303394446631194
2021,10,14,ppr,1,2,2,1,1,1,1,0,50,50,3,1.0,next_turn_aware,390.0,4.421351370763656,1.3666185349503581,0.1,0.6,0.020145819435506668,0.009588111750451211,0.009588111750451211,0.9413037421939986,-2.3212000754666446,0.2956987548548621
2021,10,14,ppr,1,2,2,1,1,1,1,0,50,50,3,1.0,roster_plus_run,390.0,4.277877048219703,1.3464179836181485,0.11282051282051282,0.6102564102564103,0.019450273269296842,0.00819830669234432,0.00819830669234432,0.9410328223360039,-2.1997804902879334,0.319340660731337
2021,10,14,ppr,1,2,2,1,1,1,1,0,50,50,3,1.0,roster_plus_next_turn,390.0,4.309049975278499,1.360270974099377,0.10512820512820513,0.6230769230769231,0.02012599951601791,0.008998831962637474,0.008998831962637474,0.9422934657780968,-2.223134332796271,0.31288446667999853
2021,10,14,ppr,1,2,2,1,1,1,1,0,50,50,3,1.0,opponent_aware,390.0,4.268074977365427,1.3532302996654368,0.11538461538461539,0.6384615384615384,0.01975689448667496,0.008410442597650072,0.008410442597650072,0.9423941771961084,-2.193156379396381,0.31913193383687705
2021,10,15,ppr,1,2,2,1,2,1,1,5,50,50,100,0.9940578465063001,adp_only,13885.0,3.828257929456133,1.0638334594290153,0.09528267915016204,0.4188692833993518,0.00993091162112686,0.005056087374674273,0.005056087374674273,0.810456407009356,-1.6414702001158334,0.5343925406534457
2021,10,15,ppr,1,2,2,1,2,1,1,5,50,50,100,0.9940578465063001,position_baseline,13885.0,3.8128571574312367,1.0651030011297686,0.09535469931580842,0.4239827151602449,0.00992599383237417,0.0050529912944977905,0.0050529912944977905,0.8151656708127937,-1.6136301754746338,0.5409377498558413
2021,10,15,ppr,1,2,2,1,2,1,1,5,50,50,100,0.9940578465063001,roster_aware,13885.0,3.7198000434692315,1.054881129042933,0.10154843356139719,0.44976593446164925,0.009298873198752375,0.004738632608762908,0.004738632608762908,0.844512302542054,-1.4286192698818816,0.5870258672786918
2021,10,15,ppr,1,2,2,1,2,1,1,5,50,50,100,0.9940578465063001,run_aware,13885.0,3.7866810199078884,1.0605958689756985,0.09585884047533309,0.4152682751170328,0.009682956237618544,0.0049300418294481885,0.0049300418294481885,0.8128644489514149,-1.5537697860222344,0.5561637150603025
2021,10,15,ppr,1,2,2,1,2,1,1,5,50,50,100,0.9940578465063001,next_turn_aware,13885.0,3.802796288746486,1.066143379039957,0.09542671948145481,0.4257832193014044,0.009977570685356239,0.005080877536633053,0.005080877536633053,0.8036500395141966,-1.5966631851888666,0.5444193934523905
2021,10,15,ppr,1,2,2,1,2,1,1,5,50,50,100,0.9940578465063001,roster_plus_run,13885.0,3.7011340275984974,1.051382245370369,0.10651782499099748,0.4420597767374865,0.009146307686281793,0.004661371797855677,0.004661371797855677,0.8586489070070094,-1.3877687836791677,0.5976966524407243
2021,10,15,ppr,1,2,2,1,2,1,1,5,50,50,100,0.9940578465063001,roster_plus_next_turn,13885.0,3.7067539259333224,1.0551927723195291,0.10558156283759453,0.45884047533309325,0.009298336145233855,0.004741669039853465,0.004741669039853465,0.8423478607847956,-1.4096745962548738,0.5910017861890977
2021,10,15,ppr,1,2,2,1,2,1,1,5,50,50,100,0.9940578465063001,opponent_aware,13885.0,3.6897529739598713,1.0518398422770354,0.108318329132157,0.4496218941303565,0.009186739601472413,0.004685008117812195,0.004685008117812195,0.838660932382502,-1.3730607001535027,0.600637944660694
2021,10,15,ppr,1,2,2,1,2,1,1,5,150,150,31,0.9960720887245841,adp_only,4311.0,3.4245868058869866,0.9753496559608849,0.1526327998144282,0.5349106935745767,0.004533244775719684,0.0022990838804546644,0.0022990838804546644,0.4970744839189915,-0.24779309532733687,0.927603559529423
2021,10,15,ppr,1,2,2,1,2,1,1,5,150,150,31,0.9960720887245841,position_baseline,4311.0,3.407098028141061,0.9719121642085436,0.1470656460218047,0.52702389236836,0.004130096414690243,0.002095785987192709,0.002095785987192709,0.5167723217907306,-0.2205647034902283,0.9352322260363022
2021,10,15,ppr,1,2,2,1,2,1,1,5,150,150,31,0.9960720887245841,roster_aware,4311.0,3.3159133193986605,0.9599078910328748,0.1684064022268615,0.5490605427974948,0.0032457408739807,0.001652157932119265,0.001652157932119265,0.7181532294727865,-0.10780503777463597,0.9676271851481414
2021,10,15,ppr,1,2,2,1,2,1,1,5,150,150,31,0.9960720887245841,run_aware,4311.0,3.3895022794824783,0.9694595152535888,0.14683368128044538,0.5216887033170958,0.003979388251241072,0.0020213649445295946,0.0020213649445295946,0.6404336893615062,-0.21019319917200402,0.9379355746629757
2021,10,15,ppr,1,2,2,1,2,1,1,5,150,150,31,0.9960720887245841,next_turn_aware,4311.0,3.386339633867618,0.9709560917523861,0.13941080955694735,0.5335189051264208,0.004161645720615228,0.002112759859604244,0.002112759859604244,0.5120958109168743,-0.18779961576583623,0.9446078848929548
2021,10,15,ppr,1,2,2,1,2,1,1,5,150,150,31,0.9960720887245841,roster_plus_run,4311.0,3.3044921852980744,0.9580194444887147,0.16887033170958016,0.5402458826258408,0.0029931452661406868,0.0015246604556364111,0.0015246604556364111,0.7477948224567847,-0.10979554220158945,0.966894630362651
2021,10,15,ppr,1,2,2,1,2,1,1,5,150,150,31,0.9960720887245841,roster_plus_next_turn,4311.0,3.2938278267933767,0.957999005221351,0.1697981906750174,0.5541637671073997,0.0028748358224368934,0.0014643125047552573,0.0014643125047552573,0.7235720900073005,-0.08619037393427635,0.9739830133903745
2021,10,15,ppr,1,2,2,1,2,1,1,5,150,150,31,0.9960720887245841,opponent_aware,4311.0,3.284716998948798,0.9563695008405934,0.1730456970540478,0.5437253537462305,0.0026575116403825807,0.0013140023320046164,0.0013140023320046164,0.7485666596595093,-0.09286050835806453,0.9718692928042376
2021,12,15,half_ppr,1,2,2,1,2,0,1,6,50,50,100,0.9987494789495623,adp_only,16772.0,2.9097580879053617,0.9207815480770339,0.2330670164559981,0.6224660147865491,0.0023167330581929857,0.00034741873225920504,0.00034741873225920504,0.6872613793459776,0.17060761374214106,1.057150779846792
2021,12,15,half_ppr,1,2,2,1,2,0,1,6,50,50,100,0.9987494789495623,position_baseline,16772.0,2.9054917320155513,0.9193249747025419,0.23694252325304077,0.6190674934414501,0.0026187318569559494,0.0005351108429615063,0.0005351108429615063,0.6467358927235922,0.164720168313546,1.055345739313529
2021,12,15,half_ppr,1,2,2,1,2,0,1,6,50,50,100,0.9987494789495623,roster_aware,16772.0,2.8509174886880495,0.9115403358951464,0.25125208681135225,0.6283687097543524,0.0035315128860021043,0.0010686944112852717,0.0010686944112852717,0.6783520941939949,0.15322901236274913,1.0522284052615862
2021,12,15,half_ppr,1,2,2,1,2,0,1,6,50,50,100,0.9987494789495623,run_aware,16772.0,2.902471954389757,0.9189559475964512,0.23282852373002624,0.6160863343668018,0.003137770534234771,0.0007572789799419229,0.0007572789799419229,0.6768385173454685,0.15418401939503476,1.051884064181541
2021,12,15,half_ppr,1,2,2,1,2,0,1,6,50,50,100,0.9987494789495623,next_turn_aware,16772.0,2.90013972997576,0.9187806950001128,0.23801574051991414,0.6213927975196757,0.0025455104373560532,0.0004877046184289368,0.0004877046184289368,0.6544231538458932,0.15957876132608528,1.0537206373457206
2021,12,15,half_ppr,1,2,2,1,2,0,1,6,50,50,100,0.9987494789495623,roster_plus_run,16772.0,2.8483875393655627,0.9111370630726123,0.25131170999284524,0.6263415215835917,0.0036845199223954853,0.001153892481423547,0.001153892481423547,0.7190710691708806,0.14669181692240119,1.0500665618190714
2021,12,15,half_ppr,1,2,2,1,2,0,1,6,50,50,100,0.9987494789495623,roster_plus_next_turn,16772.0,2.839703034833031,0.9107066120624652,0.2526830431671834,0.6354638683520153,0.00359808761988787,0.001058359196871233,0.001058359196871233,0.5937871902839633,0.14343886045557416,1.0490487474307677
2021,12,15,half_ppr,1,2,2,1,2,0,1,6,50,50,100,0.9987494789495623,opponent_aware,16772.0,2.837351124951488,0.9103183004135755,0.2525637968041975,0.6327212020033389,0.0037425714723820776,0.0011422920913163014,0.0011422920913163014,0.6034349368544556,0.13631919613901708,1.0466761795731878
2021,12,15,ppr,1,2,2,1,2,1,1,5,50,50,100,0.9935633827999285,adp_only,16671.0,4.497121340143077,1.18939384361558,0.07773978765520964,0.40381500809789456,0.01735556230485566,0.008893340536091362,0.008893340536091362,0.9128352544630001,-2.6073589089991454,0.2642824518928249
2021,12,15,ppr,1,2,2,1,2,1,1,5,50,50,100,0.9935633827999285,position_baseline,16671.0,4.523494927217704,1.1986792737659642,0.07971927298902286,0.40885369803850996,0.017688849404226988,0.009065804738888633,0.009065804738888633,0.9177792452391117,-2.606051778743787,0.26210872485492925
2021,12,15,ppr,1,2,2,1,2,1,1,5,50,50,100,0.9935633827999285,roster_aware,16671.0,4.432192489024358,1.1905350997072623,0.08151880511067122,0.4350668826105213,0.017401945672331887,0.008923870154459095,0.008923870154459095,0.9257952273342245,-2.4618464064019805,0.292514067170313
2021,12,15,ppr,1,2,2,1,2,1,1,5,50,50,100,0.9935633827999285,run_aware,16671.0,4.5079854834164275,1.1959354199190517,0.07588027112950632,0.3953572071261472,0.017517835324687304,0.008979061800846332,0.008979061800846332,0.9191912255607293,-2.5786653142479397,0.2678879399882531
2021,12,15,ppr,1,2,2,1,2,1,1,5,50,50,100,0.9935633827999285,next_turn_aware,16671.0,4.51400496895631,1.1989711681811523,0.08067902345390199,0.40975346409933416,0.01763318877374449,0.009036156800373374,0.009036156800373374,0.9151925992597145,-2.58935779178017,0.2655169197124847
2021,12,15,ppr,1,2,2,1,2,1,1,5,50,50,100,0.9935633827999285,roster_plus_run,16671.0,4.423895969209512,1.1887872827597654,0.08085897666606683,0.42546937796172996,0.017253433448103858,0.008849103868457471,0.008849103868457471,0.9245666738451775,-2.4464576655208163,0.295704960702675
2021,12,15,ppr,1,2,2,1,2,1,1,5,50,50,100,0.9935633827999285,roster_plus_next_turn,16671.0,4.419943076512899,1.190590094273051,0.08313838402015476,0.44382460560254333,0.017299955008618917,0.008871732000746356,0.008871732000746356,0.9262338991581983,-2.442347401816103,0.29654531612133694
2021,12,15,ppr,1,2,2,1,2,1,1,5,50,50,100,0.9935633827999285,opponent_aware,16671.0,4.412485125417742,1.1889566009108712,0.08097894547417671,0.4335672725091476,0.017179109403708377,0.00881098385073707,0.00881098385073707,0.9251206835341115,-2.428406127317788,0.2994082452659202
2021,12,16,ppr,1,2,2,1,2,1,1,6,50,50,5,1.0,adp_only,900.0,3.450785156284525,0.9638214536975064,0.15555555555555556,0.47555555555555556,0.003169457016912417,0.001603316654905082,0.001603316654905082,0.24085247861831977,0.35008920251884906,1.1000492327091032
2021,12,16,ppr,1,2,2,1,2,1,1,6,50,50,5,1.0,position_baseline,900.0,3.419413317027152,0.9612865149047273,0.17,0.4888888888888889,0.002828889944989624,0.001430168086381741,0.001430168086381741,0.24147518163654633,0.46974390731437843,1.1349755241571327
2021,12,16,ppr,1,2,2,1,2,1,1,6,50,50,5,1.0,roster_aware,900.0,3.339697367109451,0.9542212502576736,0.18222222222222223,0.52,0.002372705031271227,0.0012030522976687712,0.0012030522976687712,0.21441702544464858,0.46543189076650066,1.1363906361941123
2021,12,16,ppr,1,2,2,1,2,1,1,6,50,50,5,1.0,run_aware,900.0,3.39912791222286,0.9596238975896257,0.17222222222222222,0.4777777777777778,0.002742042966166529,0.0013867601715375835,0.0013867601715375835,0.3024104725390227,0.5277729491108681,1.152245524620199
2021,12,16,ppr,1,2,2,1,2,1,1,6,50,50,5,1.0,next_turn_aware,900.0,3.409541563205027,0.9608674630179548,0.16666666666666666,0.49333333333333335,0.002966342154081768,0.0015005680008935533,0.0015005680008935533,0.23499871110088336,0.48620727425877386,1.1400149279449832
2021,12,16,ppr,1,2,2,1,2,1,1,6,50,50,5,1.0,roster_plus_run,900.0,3.324057260305601,0.9528025276007285,0.1811111111111111,0.5177777777777778,0.0024983057457695955,0.001267364642427285,0.001267364642427285,0.2090785946299662,0.5080559709693191,1.1493248697419627
2021,12,16,ppr,1,2,2,1,2,1,1,6,50,50,5,1.0,roster_plus_next_turn,900.0,3.3232190150011047,0.9532822235059079,0.18333333333333332,0.52,0.0024572777963012458,0.0012467763441341394,0.0012467763441341394,0.22163895322090907,0.486811119115466,1.1431426080356604
2021,12,16,ppr,1,2,2,1,2,1,1,6,50,50,5,1.0,opponent_aware,900.0,3.3077669177371263,0.951885762760194,0.18555555555555556,0.5144444444444445,0.0023951258332712685,0.0012155429635816728,0.0012155429635816728,0.20361821541509437,0.5328969670983095,1.1571295153492747
2022,10,15,ppr,1,2,2,1,2,1,1,5,50,50,100,0.9938584589016639,adp_only,13917.0,3.0514227525303963,0.9301758955029402,0.2091686426672415,0.5797226413738593,0.001998995581608213,0.00017325617415420679,0.00017325617415420679,0.6637491343456519,-0.20043321936784445,0.9338910585439094
2022,10,15,ppr,1,2,2,1,2,1,1,5,50,50,100,0.9938584589016639,position_baseline,13917.0,3.0359768958709346,0.9289956772949737,0.20773155134008767,0.5848961701516131,0.0020564647953881274,2.0952175812834206e-06,2.0952175812834206e-06,0.6752823534453896,-0.19769915804470056,0.9344727457219255
2022,10,15,ppr,1,2,2,1,2,1,1,5,50,50,100,0.9938584589016639,roster_aware,13917.0,2.9618584938746917,0.9186963703346535,0.22684486599123374,0.6133505784292592,0.002779951786643932,0.00043253681746729424,0.00043253681746729424,0.7568506936298167,-0.14746773348530204,0.9502314221699272
2022,10,15,ppr,1,2,2,1,2,1,1,5,50,50,100,0.9938584589016639,run_aware,13917.0,3.0236362629407987,0.9278812319274438,0.20327656822591075,0.5887763167349285,0.00196138646871955,1.2420678460427562e-05,1.2420678460427562e-05,0.6340150405216058,-0.17764488160367117,0.9409725656077637
2022,10,15,ppr,1,2,2,1,2,1,1,5,50,50,100,0.9938584589016639,next_turn_aware,13917.0,3.0086497020052505,0.9272489901741152,0.21139613422432996,0.5969677372997054,0.0022348056586778196,6.632976709051823e-05,6.632976709051823e-05,0.734000419894742,-0.2040787734709148,0.9317188202393318
2022,10,15,ppr,1,2,2,1,2,1,1,5,50,50,100,0.9938584589016639,roster_plus_run,13917.0,2.953792394041685,0.9177641395860778,0.22706042969030682,0.6143565423582669,0.00289717477012596,0.0005362206290206485,0.0005362206290206485,0.755256660821146,-0.13446334732852142,0.9545406024318462
2022,10,15,ppr,1,2,2,1,2,1,1,5,50,50,100,0.9938584589016639,roster_plus_next_turn,13917.0,2.933709486998655,0.9159968527082707,0.23453330459150679,0.6207515987641015,0.003076567769455832,0.0005335199592987547,0.0005335199592987547,0.6355199075493225,-0.15601871994729516,0.9468130633227901
2022,10,15,ppr,1,2,2,1,2,1,1,5,50,50,100,0.9938584589016639,opponent_aware,13917.0,2.9277108557014166,0.9152041145442665,0.23453330459150679,0.6220449809585399,0.0032245635926928724,0.0006498974897666057,0.0006498974897666057,0.6560491529810775,-0.14520958443024626,0.9504383073078077
2022,10,15,ppr,1,2,2,1,2,1,1,5,150,150,29,0.9977827050997783,adp_only,4050.0,3.2931096757046627,0.9371471838095154,0.20419753086419754,0.5787654320987654,0.0022128506810540614,0.00027269185201083714,0.00027269185201083714,0.6906797614342769,-0.6680463703229923,0.7872450633699214
2022,10,15,ppr,1,2,2,1,2,1,1,5,150,150,29,0.9977827050997783,position_baseline,4050.0,3.279560722538131,0.9344210479123797,0.20320987654320988,0.585679012345679,0.002172032382108608,0.00011009291482667188,0.00011009291482667188,0.7463620145651297,-0.658740169113182,0.7891840455864579
2022,10,15,ppr,1,2,2,1,2,1,1,5,150,150,29,0.9977827050997783,roster_aware,4050.0,3.210489514907604,0.9236651506861772,0.23358024691358026,0.6032098765432099,0.0025014964959649234,0.0003012291668794895,0.0003012291668794895,0.9662832514538284,-0.596666461313232,0.8055431554415321
2022,10,15,ppr,1,2,2,1,2,1,1,5,150,150,29,0.9977827050997783,run_aware,4050.0,3.2766191434596537,0.9337485535218314,0.20098765432098764,0.5864197530864198,0.0021129018046437643,1.2153803676896724e-05,1.2153803676896724e-05,0.7442080837749114,-0.6639484063227572,0.7870743139711337
2022,10,15,ppr,1,2,2,1,2,1,1,5,150,150,29,0.9977827050997783,next_turn_aware,4050.0,3.2584029879536605,0.9326212020178078,0.21530864197530863,0.5975308641975309,0.0022750792067890765,4.9714919870507204e-05,4.9714919870507204e-05,0.7611413237241457,-0.6577466295877333,0.7879292872433771
2022,10,15,ppr,1,2,2,1,2,1,1,5,150,150,29,0.9977827050997783,roster_plus_run,4050.0,3.209762485550277,0.9233428619035536,0.22987654320987655,0.6049382716049383,0.0026054412824142383,0.000379377693690789,0.000379377693690789,0.9657073925781631,-0.6022058026274039,0.8034862821657315
