control,strategy,drafts,mean_control_log_loss,mean_strategy_log_loss,mean_log_loss_delta,relative_log_loss_improvement,draft_win_rate,ci_low,ci_high,p_value_one_sided,holm_p,passes_holm_05
roster_plus_next_turn,opponent_aware,2375,3.209097562077329,3.2068757206789047,-0.0022218413984241444,0.0006923570740510272,0.5473684210526316,-0.0026083277288492276,-0.0018353550679990611,4.7180752179467076e-29,3.302652652562695e-28,True
roster_plus_next_turn,roster_plus_run,2375,3.209097562077329,3.219896224374995,0.010798662297666302,-0.003365015269487805,0.30736842105263157,0.009867192712735671,0.011730131882596933,1.0,1.0,False
roster_plus_next_turn,roster_aware,2375,3.209097562077329,3.2225699113476547,0.013472349270325406,-0.004198173788647428,0.2522105263157895,0.012601172912698374,0.014343525627952438,1.0,1.0,False
roster_plus_next_turn,next_turn_aware,2375,3.209097562077329,3.2759795293187812,0.06688196724145251,-0.020841363014890125,0.035789473684210524,0.06542564712169015,0.06833828736121488,1.0,1.0,False
roster_plus_next_turn,run_aware,2375,3.209097562077329,3.2807007420894463,0.07160318001211728,-0.022312559411801353,0.01726315789473684,0.0701592801161499,0.07304707990808466,1.0,1.0,False
roster_plus_next_turn,position_baseline,2375,3.209097562077329,3.2853586045736445,0.07626104249631586,-0.023764014967170455,0.016842105263157894,0.07475804638450899,0.07776403860812274,1.0,1.0,False
roster_plus_next_turn,adp_only,2375,3.209097562077329,3.295343855752718,0.08624629367538886,-0.02687555987533127,0.032,0.08432657785229387,0.08816600949848384,1.0,1.0,False
