season,teams,scoring_type,fold,strategy,feature,coefficient
2021,12,ppr,50,roster_plus_run,recent_position_run,0.7438153243863129
2021,12,ppr,50,roster_plus_run,starter_need_late,7.767194821322378
2021,12,ppr,50,roster_plus_run,QB,0.026486206504640036
2021,12,ppr,50,roster_plus_run,RB,0.2619840557391951
2021,12,ppr,50,roster_plus_run,WR,0.2766349995510582
2021,12,ppr,50,roster_plus_run,TE,-0.060553704339162406
2021,12,ppr,50,roster_plus_run,K,-0.5045515574564688
2021,12,ppr,50,roster_plus_next_turn,market_rank,5.273078039792619
2021,12,ppr,50,roster_plus_next_turn,starter_need,-2.317582569958114
2021,12,ppr,50,roster_plus_next_turn,roster_count,1.820896843063717
2021,12,ppr,50,roster_plus_next_turn,next_turn_demand,-0.2199072899312488
2021,12,ppr,50,roster_plus_next_turn,next_turn_competition,-0.28296362240711154
2021,12,ppr,50,roster_plus_next_turn,starter_need_late,8.076003193048926
2021,12,ppr,50,roster_plus_next_turn,QB,-0.06561287583430477
2021,12,ppr,50,roster_plus_next_turn,RB,0.3541223986913572
2021,12,ppr,50,roster_plus_next_turn,WR,0.42539222601681
2021,12,ppr,50,roster_plus_next_turn,TE,-0.09489657321925939
2021,12,ppr,50,roster_plus_next_turn,K,-0.6190051756544006
2021,12,ppr,50,opponent_aware,market_rank,5.301332605922809
2021,12,ppr,50,opponent_aware,starter_need,-2.2373239126071964
2021,12,ppr,50,opponent_aware,roster_count,1.730089509004385
2021,12,ppr,50,opponent_aware,recent_position_run,0.7489722380899554
2021,12,ppr,50,opponent_aware,next_turn_demand,-0.2599694256065283
2021,12,ppr,50,opponent_aware,next_turn_competition,-0.2673317402219946
2021,12,ppr,50,opponent_aware,starter_need_late,7.878384839463722
2021,12,ppr,50,opponent_aware,QB,-0.017790743706638374
2021,12,ppr,50,opponent_aware,RB,0.2524474197976086
2021,12,ppr,50,opponent_aware,WR,0.2693852880374168
2021,12,ppr,50,opponent_aware,TE,-0.03825149570955249
2021,12,ppr,50,opponent_aware,K,-0.4657904684192398
2021,12,ppr,150,adp_only,market_rank,4.900595142858723
2021,12,ppr,150,position_baseline,market_rank,4.9229869874482555
2021,12,ppr,150,position_baseline,QB,-0.08818452950292385
2021,12,ppr,150,position_baseline,RB,-0.028271952381542773
2021,12,ppr,150,position_baseline,WR,0.05346519849234194
2021,12,ppr,150,position_baseline,TE,-0.017607859160332234
2021,12,ppr,150,position_baseline,K,0.08059914255940338
2021,12,ppr,150,roster_aware,market_rank,5.008829098294858
2021,12,ppr,150,roster_aware,starter_need,-2.0146414692736143
2021,12,ppr,150,roster_aware,roster_count,1.2012531201361571
2021,12,ppr,150,roster_aware,starter_need_late,7.365451617474307
2021,12,ppr,150,roster_aware,QB,0.02917298075932264
2021,12,ppr,150,roster_aware,RB,0.2998277207585735
2021,12,ppr,150,roster_aware,WR,0.40469252188010213
2021,12,ppr,150,roster_aware,TE,-0.08842109752130366
2021,12,ppr,150,roster_aware,K,-0.6452721258858956
2021,12,ppr,150,run_aware,market_rank,4.962239743461193
2021,12,ppr,150,run_aware,recent_position_run,0.889966922920568
2021,12,ppr,150,run_aware,QB,-0.02752486822389795
2021,12,ppr,150,run_aware,RB,-0.1446947987262473
2021,12,ppr,150,run_aware,WR,-0.12295777489586346
2021,12,ppr,150,run_aware,TE,0.045205631921396046
2021,12,ppr,150,run_aware,K,0.24997180993193677
2021,12,ppr,150,next_turn_aware,market_rank,4.920936649580374
2021,12,ppr,150,next_turn_aware,next_turn_demand,0.26907146408387944
2021,12,ppr,150,next_turn_aware,next_turn_competition,0.3327899340502761
2021,12,ppr,150,next_turn_aware,QB,-0.045794267390381276
2021,12,ppr,150,next_turn_aware,RB,-0.01745689352985033
2021,12,ppr,150,next_turn_aware,WR,0.058421351409175294
2021,12,ppr,150,next_turn_aware,TE,-0.05818438800816646
2021,12,ppr,150,next_turn_aware,K,0.06301419752605636
2021,12,ppr,150,roster_plus_run,market_rank,5.042926705028703
2021,12,ppr,150,roster_plus_run,starter_need,-1.8915499285663107
2021,12,ppr,150,roster_plus_run,roster_count,1.0748210711002342
2021,12,ppr,150,roster_plus_run,recent_position_run,0.7705737354737017
2021,12,ppr,150,roster_plus_run,starter_need_late,7.080012340312339
2021,12,ppr,150,roster_plus_run,QB,0.08989706572065098
2021,12,ppr,150,roster_plus_run,RB,0.18748252091655157
2021,12,ppr,150,roster_plus_run,WR,0.24040779824690303
2021,12,ppr,150,roster_plus_run,TE,-0.02550953191378324
2021,12,ppr,150,roster_plus_run,K,-0.4922778529771319
2021,12,ppr,150,roster_plus_next_turn,market_rank,5.010208549916066
2021,12,ppr,150,roster_plus_next_turn,starter_need,-2.0206488956818185
2021,12,ppr,150,roster_plus_next_turn,roster_count,1.1678287650003851
2021,12,ppr,150,roster_plus_next_turn,next_turn_demand,-0.17834859050509175
2021,12,ppr,150,roster_plus_next_turn,next_turn_competition,-0.20587644983742678
2021,12,ppr,150,roster_plus_next_turn,starter_need_late,7.496241092019701
2021,12,ppr,150,roster_plus_next_turn,QB,-0.00550871696941635
2021,12,ppr,150,roster_plus_next_turn,RB,0.287766788583484
2021,12,ppr,150,roster_plus_next_turn,WR,0.3957530727720273
2021,12,ppr,150,roster_plus_next_turn,TE,-0.07247871142308497
2021,12,ppr,150,roster_plus_next_turn,K,-0.6055324329714483
2021,12,ppr,150,opponent_aware,market_rank,5.045249323638203
2021,12,ppr,150,opponent_aware,starter_need,-1.8979474477543359
2021,12,ppr,150,opponent_aware,roster_count,1.0407542658601074
2021,12,ppr,150,opponent_aware,recent_position_run,0.7747726144260638
2021,12,ppr,150,opponent_aware,next_turn_demand,-0.20587375906090516
2021,12,ppr,150,opponent_aware,next_turn_competition,-0.20084823739516675
2021,12,ppr,150,opponent_aware,starter_need_late,7.216502842955185
2021,12,ppr,150,opponent_aware,QB,0.05373243355907009
2021,12,ppr,150,opponent_aware,RB,0.17429867307413696
2021,12,ppr,150,opponent_aware,WR,0.23031953425298654
2021,12,ppr,150,opponent_aware,TE,-0.008442583411005171
2021,12,ppr,150,opponent_aware,K,-0.4499080574797176
2022,10,ppr,50,adp_only,market_rank,8.502301103496011
2022,10,ppr,50,position_baseline,market_rank,8.53708088437106
2022,10,ppr,50,position_baseline,QB,-0.10694601259179336
2022,10,ppr,50,position_baseline,RB,0.17793913030648664
2022,10,ppr,50,position_baseline,WR,0.10625380305417854
2022,10,ppr,50,position_baseline,TE,-0.09583792905362103
2022,10,ppr,50,position_baseline,K,-0.0814089917149982
2022,10,ppr,50,roster_aware,market_rank,8.55258654902197
2022,10,ppr,50,roster_aware,starter_need,-1.718331105068991
2022,10,ppr,50,roster_aware,roster_count,2.496045804403567
2022,10,ppr,50,roster_aware,starter_need_late,6.206255154585205
2022,10,ppr,50,roster_aware,QB,-0.16630826670706877
2022,10,ppr,50,roster_aware,RB,0.5690982687815601
2022,10,ppr,50,roster_aware,WR,0.5387659357490276
2022,10,ppr,50,roster_aware,TE,-0.2481176873461197
2022,10,ppr,50,roster_aware,K,-0.6934382504782921
2022,10,ppr,50,run_aware,market_rank,8.572025443872011
2022,10,ppr,50,run_aware,recent_position_run,0.5892945890219654
2022,10,ppr,50,run_aware,QB,-0.05815992999590921
2022,10,ppr,50,run_aware,RB,0.09391302938571694
2022,10,ppr,50,run_aware,WR,-0.013056133704597243
2022,10,ppr,50,run_aware,TE,-0.05276722009107445
2022,10,ppr,50,run_aware,K,0.030070254406255846
2022,10,ppr,50,next_turn_aware,market_rank,8.541424645125192
2022,10,ppr,50,next_turn_aware,next_turn_demand,0.2590698310597578
